Region_Name,Region_Type,Year,GRP_per_capita,Income_per_capita,Unemployment_rate,Federal_subsidies,Migration_rate
Магаданская область,donor,2025,3747.4,1829.06,2.69,2.44,95.53
Республика Тыва,depressed,2000,190.79,98.47,7.4,53.61,-52.04
Республика Тыва,depressed,2001,209.71,100.74,7.63,54.29,-37.97
Республика Тыва,depressed,2002,217.02,103.96,7.36,53.68,-48.3
Республика Тыва,depressed,2003,227.27,134.72,7.32,53.83,-42.09
Республика Тыва,depressed,2004,251.68,107.25,7.3,53.5,-42.7
Республика Тыва,depressed,2005,254.82,146.63,7.42,53.9,-44.43
Республика Тыва,depressed,2006,276.26,143.03,7.28,52.92,-47.06
Республика Тыва,depressed,2007,285.7,136.37,7.18,52.55,-26.28
Республика Тыва,depressed,2008,300.22,178.98,7.32,54.34,-43.54
Республика Тыва,depressed,2009,308.47,182.37,7.51,53.59,-43.92
Республика Тыва,depressed,2010,316.61,180.28,7.45,53.63,-37.56
Республика Тыва,depressed,2011,345.16,202.01,7.32,53.69,-42.37
Республика Тыва,depressed,2012,349.37,188.14,7.43,53.48,-45.17
Республика Тыва,depressed,2013,361.71,164.85,7.21,54.21,-37.1
Республика Тыва,depressed,2014,370.83,203.25,7.36,53.92,-43.09
Республика Тыва,depressed,2015,382.71,211.72,7.46,53.89,-35.12
Республика Тыва,depressed,2016,389.16,161.71,7.16,52.82,-46.95
Республика Тыва,depressed,2017,399.75,168.78,7.21,52.68,-37.75
Республика Тыва,depressed,2018,413.21,230.95,7.17,53.6,-36.71
Республика Тыва,depressed,2019,423.75,194.53,7.18,53.28,-42.27
Республика Тыва,depressed,2020,444.29,206.29,7.26,52.87,-38.2
Республика Тыва,depressed,2021,449.67,234.14,7.29,54.43,-43.59
Республика Тыва,depressed,2022,433.05,223.96,7.32,53.35,-36.99
Республика Тыва,depressed,2023,462.35,250.96,7.4,53.95,-34.89
Республика Тыва,depressed,2024,495.0,212.14,7.69,53.3,-35.12
Республика Тыва,depressed,2025,478.43,204.18,7.28,53.42,-36.08
Ивановская область,depressed,2000,332.94,151.57,8.59,39.87,-52.57
Ивановская область,depressed,2001,363.29,168.29,8.44,39.9,-55.01
Ивановская область,depressed,2002,383.12,177.26,8.5,40.11,-50.01
Ивановская область,depressed,2003,404.62,192.38,8.56,39.98,-40.81
Ивановская область,depressed,2004,431.2,233.18,8.36,40.39,-41.57
Ивановская область,depressed,2005,439.09,201.81,8.62,40.09,-51.58
Ивановская область,depressed,2006,454.52,214.54,8.61,40.01,-46.51
Ивановская область,depressed,2007,464.94,205.4,8.19,39.44,-53.19
Ивановская область,depressed,2008,511.33,291.49,8.53,40.25,-51.97
Ивановская область,depressed,2009,530.02,234.88,8.57,40.39,-38.97
Ивановская область,depressed,2010,531.45,281.84,8.52,39.66,-40.23
Ивановская область,depressed,2011,546.37,296.49,8.87,40.08,-48.79
Ивановская область,depressed,2012,569.73,234.51,8.35,40.02,-49.21
Ивановская область,depressed,2013,609.04,245.41,8.5,39.4,-50.03
Ивановская область,depressed,2014,617.67,297.01,8.13,40.97,-36.34
Ивановская область,depressed,2015,640.36,379.54,8.54,40.81,-40.66
Ивановская область,depressed,2016,674.76,374.21,8.46,40.18,-40.31
Ивановская область,depressed,2017,690.23,292.69,8.69,40.4,-46.73
Ивановская область,depressed,2018,670.98,318.28,8.63,40.07,-42.44
Ивановская область,depressed,2019,724.03,402.61,8.63,39.1,-44.89
Ивановская область,depressed,2020,735.88,327.94,8.56,39.96,-48.56
Ивановская область,depressed,2021,759.3,312.51,8.87,40.22,-42.23
Ивановская область,depressed,2022,779.0,346.71,8.48,39.86,-39.94
Ивановская область,depressed,2023,823.01,424.39,8.68,40.14,-39.56
Ивановская область,depressed,2024,801.31,428.56,8.86,39.68,-45.94
Ивановская область,depressed,2025,838.96,414.44,8.67,40.14,-34.24
Курганская область,depressed,2000,162.79,69.49,8.06,40.33,-51.6
Курганская область,depressed,2001,175.5,94.05,7.48,40.24,-51.04
Курганская область,depressed,2002,184.75,94.09,7.95,40.09,-53.17
Курганская область,depressed,2003,194.57,85.97,7.55,40.14,-46.45
Курганская область,depressed,2004,198.72,96.86,7.81,40.02,-50.46
Курганская область,depressed,2005,215.92,94.58,7.74,40.49,-50.17
Курганская область,depressed,2006,222.26,110.1,7.81,39.93,-46.34
Курганская область,depressed,2007,241.63,104.51,7.92,40.91,-49.05
Курганская область,depressed,2008,243.48,97.83,7.74,40.56,-50.51
Курганская область,depressed,2009,258.15,114.73,7.54,40.67,-49.53
Курганская область,depressed,2010,262.39,127.45,7.78,40.31,-51.35
Курганская область,depressed,2011,270.44,123.8,7.79,40.61,-49.73
Курганская область,depressed,2012,281.05,134.48,7.94,40.41,-48.88
Курганская область,depressed,2013,295.27,139.2,7.83,40.04,-44.39
Курганская область,depressed,2014,292.61,155.47,7.87,40.03,-51.53
Курганская область,depressed,2015,304.94,124.35,7.74,40.15,-44.19
Курганская область,depressed,2016,325.17,158.46,7.83,40.54,-34.07
Курганская область,depressed,2017,329.03,154.84,7.88,40.24,-43.09
Курганская область,depressed,2018,343.47,171.56,7.97,40.48,-54.37
Курганская область,depressed,2019,350.38,200.07,7.58,39.26,-43.16
Курганская область,depressed,2020,367.39,171.37,7.8,40.73,-42.05
Курганская область,depressed,2021,367.02,211.1,7.8,39.6,-43.72
Курганская область,depressed,2022,380.2,161.81,7.72,40.59,-57.78
Курганская область,depressed,2023,388.25,178.9,7.58,40.59,-49.11
Курганская область,depressed,2024,409.33,198.33,7.81,39.89,-50.46
Курганская область,depressed,2025,421.03,183.7,7.83,40.63,-45.71
Республика Ингушетия,depressed,2000,361.94,192.63,11.51,70.23,-75.79
Республика Ингушетия,depressed,2001,366.58,203.87,12.05,70.57,-75.17
Республика Ингушетия,depressed,2002,381.36,207.04,12.11,69.9,-74.63
Республика Ингушетия,depressed,2003,431.54,204.49,12.67,70.93,-73.98
Республика Ингушетия,depressed,2004,443.19,238.84,11.91,70.64,-70.01
Республика Ингушетия,depressed,2005,464.85,204.09,11.78,69.26,-77.33
Республика Ингушетия,depressed,2006,488.4,250.26,12.15,70.17,-69.46
Республика Ингушетия,depressed,2007,488.47,272.2,11.83,69.67,-62.78
Республика Ингушетия,depressed,2008,519.85,232.37,12.03,70.79,-68.41
Республика Ингушетия,depressed,2009,547.0,224.45,11.94,71.45,-69.67
Республика Ингушетия,depressed,2010,560.0,313.6,11.99,68.66,-63.48
Республика Ингушетия,depressed,2011,578.19,264.81,11.72,70.43,-62.82
Республика Ингушетия,depressed,2012,597.02,313.42,12.11,71.02,-67.41
Республика Ингушетия,depressed,2013,621.36,316.75,11.96,69.47,-72.56
Республика Ингушетия,depressed,2014,663.25,309.61,11.56,69.73,-55.24
Республика Ингушетия,depressed,2015,661.02,355.03,11.52,69.87,-62.72
Республика Ингушетия,depressed,2016,696.74,368.12,11.89,70.95,-56.4
Республика Ингушетия,depressed,2017,705.27,388.03,11.61,69.96,-63.66
Республика Ингушетия,depressed,2018,724.06,431.59,11.53,70.19,-63.0
Республика Ингушетия,depressed,2019,749.11,410.2,11.7,69.72,-51.88
Республика Ингушетия,depressed,2020,756.53,342.6,11.53,70.11,-67.01
Республика Ингушетия,depressed,2021,780.13,414.52,11.68,70.23,-57.35
Республика Ингушетия,depressed,2022,814.52,340.81,11.97,71.34,-55.01
Республика Ингушетия,depressed,2023,815.23,328.55,12.12,71.0,-58.08
Республика Ингушетия,depressed,2024,831.05,377.48,12.15,70.88,-60.86
Республика Ингушетия,depressed,2025,888.88,391.58,12.01,71.34,-55.76
Республика Алтай,depressed,2000,310.23,152.03,9.13,40.57,-55.68
Республика Алтай,depressed,2001,336.61,179.92,9.12,40.61,-57.82
Республика Алтай,depressed,2002,360.05,209.87,8.97,39.96,-57.04
Республика Алтай,depressed,2003,390.3,156.83,8.95,41.33,-47.64
Республика Алтай,depressed,2004,386.58,209.84,9.17,40.76,-52.78
Республика Алтай,depressed,2005,410.22,184.4,8.88,40.59,-56.75
Республика Алтай,depressed,2006,441.18,235.84,9.31,40.78,-52.75
Республика Алтай,depressed,2007,441.71,231.17,9.08,40.97,-48.76
Республика Алтай,depressed,2008,466.41,221.18,9.05,40.68,-48.69
Республика Алтай,depressed,2009,475.91,225.43,9.09,40.74,-48.96
Республика Алтай,depressed,2010,509.68,268.12,9.3,40.95,-57.84
Республика Алтай,depressed,2011,514.08,272.39,8.67,40.39,-43.3
Республика Алтай,depressed,2012,546.19,251.36,9.03,40.34,-49.97
Республика Алтай,depressed,2013,578.69,243.67,9.04,40.42,-42.11
Республика Алтай,depressed,2014,574.05,247.93,9.19,40.84,-55.73
Республика Алтай,depressed,2015,609.7,327.43,9.07,40.48,-50.61
Республика Алтай,depressed,2016,613.64,308.66,8.89,39.74,-43.73
Республика Алтай,depressed,2017,660.02,368.2,8.96,40.84,-46.0
Республика Алтай,depressed,2018,663.99,312.66,9.1,40.9,-46.56
Республика Алтай,depressed,2019,699.45,350.16,8.65,40.77,-43.17
Республика Алтай,depressed,2020,717.04,409.97,9.13,40.46,-36.14
Республика Алтай,depressed,2021,707.31,378.22,9.11,40.84,-49.18
Республика Алтай,depressed,2022,736.27,318.85,8.99,40.66,-35.11
Республика Алтай,depressed,2023,757.39,356.62,9.12,40.53,-45.34
Республика Алтай,depressed,2024,818.77,367.68,9.12,40.56,-45.07
Республика Алтай,depressed,2025,788.28,466.64,8.91,41.03,-29.24
Чеченская Республика,depressed,2000,259.46,112.69,9.34,60.01,-59.31
Чеченская Республика,depressed,2001,270.95,137.23,9.31,61.79,-62.85
Чеченская Республика,depressed,2002,282.51,121.07,9.0,61.02,-52.55
Чеченская Республика,depressed,2003,304.8,134.37,9.1,59.98,-54.68
Чеченская Республика,depressed,2004,314.6,161.12,9.0,62.54,-49.27
Чеченская Республика,depressed,2005,331.98,188.31,9.47,61.86,-55.49
Чеченская Республика,depressed,2006,330.96,184.78,9.11,60.82,-55.55
Чеченская Республика,depressed,2007,354.83,169.45,9.13,61.47,-49.57
Чеченская Республика,depressed,2008,379.57,156.88,9.15,61.26,-52.97
Чеченская Республика,depressed,2009,400.46,194.9,9.05,60.97,-55.63
Чеченская Республика,depressed,2010,396.12,163.89,8.88,61.26,-62.32
Чеченская Республика,depressed,2011,429.11,232.47,9.38,61.51,-42.88
Чеченская Республика,depressed,2012,439.13,181.49,9.42,61.92,-46.96
Чеченская Республика,depressed,2013,458.39,256.97,9.29,60.93,-51.4
Чеченская Республика,depressed,2014,477.3,261.77,9.42,61.36,-54.57
Чеченская Республика,depressed,2015,485.36,282.3,9.23,61.97,-42.82
Чеченская Республика,depressed,2016,505.54,260.74,9.2,61.0,-47.75
Чеченская Республика,depressed,2017,531.53,241.41,9.1,61.25,-53.62
Чеченская Республика,depressed,2018,520.19,252.28,9.02,61.65,-43.45
Чеченская Республика,depressed,2019,533.57,301.13,9.42,62.32,-47.06
Чеченская Республика,depressed,2020,569.03,257.66,8.94,61.74,-43.28
Чеченская Республика,depressed,2021,560.42,245.57,8.98,61.01,-43.33
Чеченская Республика,depressed,2022,571.17,304.09,9.26,61.98,-44.66
Чеченская Республика,depressed,2023,595.96,248.92,9.25,61.05,-40.88
Чеченская Республика,depressed,2024,613.92,277.44,9.13,61.85,-53.95
Чеченская Республика,depressed,2025,636.07,295.52,9.1,62.05,-46.45
Еврейская АО,depressed,2000,402.78,166.53,10.79,74.65,-68.81
Еврейская АО,depressed,2001,426.1,255.46,11.2,73.04,-67.55
Еврейская АО,depressed,2002,446.57,248.63,11.1,72.46,-61.99
Еврейская АО,depressed,2003,459.55,185.14,11.28,74.25,-60.43
Еврейская АО,depressed,2004,498.64,255.64,11.37,74.51,-64.06
Еврейская АО,depressed,2005,535.7,320.42,11.52,73.54,-57.3
Еврейская АО,depressed,2006,533.81,237.96,11.47,74.31,-65.12
Еврейская АО,depressed,2007,564.3,285.27,11.25,74.26,-58.29
Еврейская АО,depressed,2008,583.58,286.51,11.15,74.67,-55.53
Еврейская АО,depressed,2009,621.38,269.35,11.09,75.24,-60.11
Еврейская АО,depressed,2010,651.38,296.41,11.43,74.09,-66.89
Еврейская АО,depressed,2011,646.43,349.74,11.21,75.26,-61.9
Еврейская АО,depressed,2012,681.75,275.31,11.2,74.18,-52.9
Еврейская АО,depressed,2013,722.32,404.9,11.24,73.83,-54.13
Еврейская АО,depressed,2014,697.09,300.26,11.06,72.57,-55.15
Еврейская АО,depressed,2015,760.47,394.35,11.3,73.45,-57.39
Еврейская АО,depressed,2016,780.96,325.59,11.03,74.48,-53.56
Еврейская АО,depressed,2017,811.41,358.84,11.3,74.26,-59.88
Еврейская АО,depressed,2018,844.86,506.45,10.99,74.01,-49.92
Еврейская АО,depressed,2019,874.31,360.63,11.1,73.41,-53.71
Еврейская АО,depressed,2020,874.27,362.13,10.96,73.31,-55.13
Еврейская АО,depressed,2021,870.63,365.83,11.08,73.61,-53.73
Еврейская АО,depressed,2022,924.63,421.33,11.23,73.34,-46.37
Еврейская АО,depressed,2023,930.44,396.31,10.96,73.23,-56.15
Еврейская АО,depressed,2024,964.77,426.53,11.17,73.51,-48.34
Еврейская АО,depressed,2025,1015.18,437.53,11.04,73.77,-51.79
Карачаево-Черкесская Республика,depressed,2000,226.67,113.59,9.61,72.4,-65.83
Карачаево-Черкесская Республика,depressed,2001,238.68,99.4,9.47,70.79,-61.76
Карачаево-Черкесская Республика,depressed,2002,246.68,134.44,9.36,73.47,-53.82
Карачаево-Черкесская Республика,depressed,2003,268.78,124.38,9.89,73.04,-61.08
Карачаево-Черкесская Республика,depressed,2004,273.12,135.98,9.72,72.11,-51.71
Карачаево-Черкесская Республика,depressed,2005,300.6,141.97,9.8,71.96,-54.89
Карачаево-Черкесская Республика,depressed,2006,303.59,167.73,9.43,71.98,-58.21
Карачаево-Черкесская Республика,depressed,2007,332.56,165.59,10.14,71.26,-58.44
Карачаево-Черкесская Республика,depressed,2008,319.89,170.29,9.99,72.31,-66.15
Карачаево-Черкесская Республика,depressed,2009,343.34,152.35,9.65,72.47,-59.81
Карачаево-Черкесская Республика,depressed,2010,363.71,216.04,9.78,71.36,-56.24
Карачаево-Черкесская Республика,depressed,2011,383.63,181.64,9.72,72.24,-60.97
Карачаево-Черкесская Республика,depressed,2012,391.16,170.16,9.91,71.36,-54.97
Карачаево-Черкесская Республика,depressed,2013,404.86,182.16,9.76,72.37,-54.64
Карачаево-Черкесская Республика,depressed,2014,426.35,183.51,9.95,70.65,-60.65
Карачаево-Черкесская Республика,depressed,2015,428.38,250.24,9.64,71.68,-57.71
Карачаево-Черкесская Республика,depressed,2016,441.57,217.81,9.99,71.71,-54.73
Карачаево-Черкесская Республика,depressed,2017,430.68,223.69,9.72,73.0,-56.7
Карачаево-Черкесская Республика,depressed,2018,463.63,232.8,9.6,72.71,-51.91
Карачаево-Черкесская Республика,depressed,2019,487.7,199.98,10.59,72.19,-63.41
Карачаево-Черкесская Республика,depressed,2020,508.24,219.63,9.77,72.12,-55.66
Карачаево-Черкесская Республика,depressed,2021,504.06,262.95,9.88,71.56,-56.65
Карачаево-Черкесская Республика,depressed,2022,536.19,256.52,9.72,71.77,-50.11
Карачаево-Черкесская Республика,depressed,2023,529.09,283.32,9.97,72.69,-52.96
Карачаево-Черкесская Республика,depressed,2024,543.43,219.45,9.78,72.22,-46.25
Карачаево-Черкесская Республика,depressed,2025,555.9,260.73,9.96,72.52,-52.22
Псковская область,depressed,2000,220.14,129.75,9.97,67.36,-61.53
Псковская область,depressed,2001,224.94,133.32,9.86,67.73,-55.77
Псковская область,depressed,2002,239.41,116.97,10.01,66.59,-70.62
Псковская область,depressed,2003,252.93,148.15,9.83,67.36,-67.71
Псковская область,depressed,2004,268.76,120.76,9.46,68.53,-60.75
Псковская область,depressed,2005,285.93,147.42,10.22,66.5,-55.7
Псковская область,depressed,2006,299.76,173.59,10.01,66.96,-58.98
Псковская область,depressed,2007,300.46,131.64,10.24,66.78,-69.73
Псковская область,depressed,2008,328.07,139.09,10.01,67.29,-53.12
Псковская область,depressed,2009,332.8,153.08,9.69,66.22,-48.98
Псковская область,depressed,2010,352.51,165.25,10.08,67.71,-54.95
Псковская область,depressed,2011,372.9,216.16,10.22,66.03,-66.07
Псковская область,depressed,2012,371.25,191.33,10.08,66.45,-60.97
Псковская область,depressed,2013,386.29,211.6,9.92,67.19,-59.53
Псковская область,depressed,2014,390.55,169.7,10.07,65.97,-57.45
Псковская область,depressed,2015,410.57,192.76,10.15,66.86,-50.57
Псковская область,depressed,2016,428.81,193.21,9.79,65.89,-51.64
Псковская область,depressed,2017,440.83,218.42,10.14,66.28,-65.89
Псковская область,depressed,2018,444.81,196.52,10.27,67.09,-64.27
Псковская область,depressed,2019,474.47,210.78,10.04,67.95,-59.49
Псковская область,depressed,2020,472.11,232.19,10.29,67.42,-59.87
Псковская область,depressed,2021,492.29,200.13,10.45,65.47,-63.73
Псковская область,depressed,2022,506.54,301.0,9.86,68.3,-51.01
Псковская область,depressed,2023,513.58,217.38,9.92,67.55,-54.33
Псковская область,depressed,2024,521.76,245.71,10.1,65.67,-50.49
Псковская область,depressed,2025,545.3,284.85,10.14,66.22,-58.84
Костромская область,depressed,2000,180.55,74.75,9.0,55.85,-61.64
Костромская область,depressed,2001,188.24,76.88,8.72,55.85,-58.63
Костромская область,depressed,2002,198.25,88.47,8.95,57.52,-58.35
Костромская область,depressed,2003,209.17,110.02,8.9,57.35,-60.21
Костромская область,depressed,2004,227.53,110.51,8.84,56.97,-53.74
Костромская область,depressed,2005,230.48,117.1,8.73,56.4,-49.74
Костромская область,depressed,2006,243.51,109.64,8.74,56.49,-49.29
Костромская область,depressed,2007,240.81,123.92,8.8,56.4,-56.18
Костромская область,depressed,2008,269.05,126.23,8.65,57.12,-50.83
Костромская область,depressed,2009,271.06,150.89,8.88,56.57,-56.86
Костромская область,depressed,2010,289.59,122.81,8.97,55.8,-53.08
Костромская область,depressed,2011,295.58,142.89,8.45,56.34,-52.97
Костромская область,depressed,2012,312.61,181.19,8.69,56.42,-56.0
Костромская область,depressed,2013,320.7,138.74,9.06,56.32,-58.2
Костромская область,depressed,2014,320.85,130.87,8.76,55.45,-46.82
Костромская область,depressed,2015,335.78,135.07,8.7,56.14,-47.44
Костромская область,depressed,2016,346.55,166.18,8.69,56.55,-49.33
Костромская область,depressed,2017,363.25,165.02,8.6,56.39,-46.54
Костромская область,depressed,2018,362.43,175.86,8.79,56.77,-49.43
Костромская область,depressed,2019,372.3,209.78,8.65,55.4,-53.14
Костромская область,depressed,2020,393.49,161.43,8.64,54.88,-52.14
Костромская область,depressed,2021,390.54,197.61,8.49,56.67,-54.31
Костромская область,depressed,2022,414.39,178.51,8.9,56.27,-54.88
Костромская область,depressed,2023,410.3,219.9,8.47,57.41,-51.59
Костромская область,depressed,2024,435.11,196.65,8.57,55.96,-51.82
Костромская область,depressed,2025,428.23,228.88,8.69,56.82,-43.67
Республика Калмыкия,depressed,2000,350.53,187.27,9.22,46.08,-57.72
Республика Калмыкия,depressed,2001,382.02,196.96,9.19,46.06,-51.89
Республика Калмыкия,depressed,2002,417.02,201.1,8.87,45.4,-56.02
Республика Калмыкия,depressed,2003,429.8,189.24,9.02,46.34,-50.91
Республика Калмыкия,depressed,2004,443.51,246.55,9.21,46.56,-56.97
Республика Калмыкия,depressed,2005,468.34,196.97,8.91,46.67,-48.79
Республика Калмыкия,depressed,2006,495.74,257.21,8.77,47.0,-43.71
Республика Калмыкия,depressed,2007,488.25,222.24,9.31,45.91,-49.85
Республика Калмыкия,depressed,2008,515.94,270.9,9.12,45.88,-46.95
Республика Калмыкия,depressed,2009,560.14,229.1,9.04,45.86,-43.16
Республика Калмыкия,depressed,2010,578.62,269.87,8.98,46.11,-47.89
Республика Калмыкия,depressed,2011,588.91,238.84,8.93,45.76,-38.06
Республика Калмыкия,depressed,2012,596.79,274.04,9.02,46.35,-47.17
Республика Калмыкия,depressed,2013,654.4,327.24,9.34,45.48,-42.66
Республика Калмыкия,depressed,2014,652.94,279.89,9.12,45.79,-41.79
Республика Калмыкия,depressed,2015,702.3,407.37,9.03,46.55,-37.69
Республика Калмыкия,depressed,2016,703.06,322.82,9.01,46.55,-49.78
Республика Калмыкия,depressed,2017,736.74,297.09,9.3,45.83,-40.13
Республика Калмыкия,depressed,2018,750.52,351.65,9.33,45.9,-43.69
Республика Калмыкия,depressed,2019,785.42,436.67,8.87,45.83,-32.47
Республика Калмыкия,depressed,2020,801.73,474.24,9.01,46.53,-25.5
Республика Калмыкия,depressed,2021,806.35,383.82,8.83,45.53,-31.77
Республика Калмыкия,depressed,2022,820.67,379.96,8.95,46.24,-38.44
Республика Калмыкия,depressed,2023,865.61,518.6,9.0,46.84,-35.28
Республика Калмыкия,depressed,2024,847.88,407.44,8.79,46.81,-31.7
Республика Калмыкия,depressed,2025,876.11,461.26,8.91,46.35,-42.05
Кабардино-Балкарская Республика,depressed,2000,323.35,176.57,10.73,69.31,-64.55
Кабардино-Балкарская Республика,depressed,2001,357.06,203.52,10.29,69.93,-63.15
Кабардино-Балкарская Республика,depressed,2002,380.66,193.48,10.37,70.28,-66.61
Кабардино-Балкарская Республика,depressed,2003,369.74,195.06,10.56,71.52,-63.8
Кабардино-Балкарская Республика,depressed,2004,394.24,206.08,10.28,71.25,-57.84
Кабардино-Балкарская Республика,depressed,2005,432.13,213.14,10.22,70.56,-63.9
Кабардино-Балкарская Республика,depressed,2006,421.95,245.69,10.67,69.42,-56.67
Кабардино-Балкарская Республика,depressed,2007,450.31,248.23,10.85,68.56,-69.45
Кабардино-Балкарская Республика,depressed,2008,480.65,285.44,10.3,69.72,-58.54
Кабардино-Балкарская Республика,depressed,2009,498.75,215.65,10.06,68.69,-59.93
Кабардино-Балкарская Республика,depressed,2010,507.77,292.81,10.45,68.88,-65.05
Кабардино-Балкарская Республика,depressed,2011,529.16,280.27,10.91,70.26,-58.89
Кабардино-Балкарская Республика,depressed,2012,583.36,301.22,10.39,68.96,-60.86
Кабардино-Балкарская Республика,depressed,2013,572.35,247.56,10.3,69.55,-52.65
Кабардино-Балкарская Республика,depressed,2014,595.94,309.32,10.36,70.29,-49.77
Кабардино-Балкарская Республика,depressed,2015,627.96,319.04,10.38,70.23,-58.12
Кабардино-Балкарская Республика,depressed,2016,631.19,289.88,10.67,70.09,-57.22
Кабардино-Балкарская Республика,depressed,2017,678.95,282.53,10.21,70.98,-50.38
Кабардино-Балкарская Республика,depressed,2018,671.96,353.46,10.33,70.48,-49.22
Кабардино-Балкарская Республика,depressed,2019,694.69,295.15,10.48,70.53,-57.67
Кабардино-Балкарская Республика,depressed,2020,709.94,357.28,10.4,70.62,-50.98
Кабардино-Балкарская Республика,depressed,2021,727.53,408.83,10.93,69.73,-50.56
Кабардино-Балкарская Республика,depressed,2022,747.56,395.3,10.28,69.75,-49.97
Кабардино-Балкарская Республика,depressed,2023,782.53,372.99,10.55,69.93,-58.07
Кабардино-Балкарская Республика,depressed,2024,794.13,373.73,10.76,70.32,-45.24
Кабардино-Балкарская Республика,depressed,2025,815.57,454.18,10.73,69.07,-41.65
Республика Бурятия,depressed,2000,393.96,202.62,9.46,65.1,-52.19
Республика Бурятия,depressed,2001,400.1,213.38,9.73,64.13,-60.98
Республика Бурятия,depressed,2002,432.84,190.65,9.63,63.86,-56.34
Республика Бурятия,depressed,2003,462.22,229.57,9.22,64.9,-52.86
Республика Бурятия,depressed,2004,483.14,199.25,9.48,64.28,-56.72
Республика Бурятия,depressed,2005,516.6,264.28,9.74,64.32,-60.01
Республика Бурятия,depressed,2006,525.34,309.53,9.73,63.89,-48.3
Республика Бурятия,depressed,2007,534.96,252.3,9.73,64.83,-63.42
Республика Бурятия,depressed,2008,589.74,284.35,9.97,62.51,-54.9
Республика Бурятия,depressed,2009,601.13,328.06,9.8,63.61,-58.84
Республика Бурятия,depressed,2010,619.1,269.81,9.66,64.6,-44.84
Республика Бурятия,depressed,2011,628.39,367.29,10.22,64.09,-54.63
Республика Бурятия,depressed,2012,685.74,410.41,9.58,64.53,-47.37
Республика Бурятия,depressed,2013,686.41,329.38,9.82,64.41,-49.04
Республика Бурятия,depressed,2014,723.83,337.91,9.6,63.85,-37.99
Республика Бурятия,depressed,2015,757.8,425.0,9.76,63.69,-43.0
Республика Бурятия,depressed,2016,782.93,376.23,9.28,64.3,-41.24
Республика Бурятия,depressed,2017,793.03,380.02,9.54,63.83,-49.04
Республика Бурятия,depressed,2018,806.92,390.29,10.11,64.94,-55.7
Республика Бурятия,depressed,2019,813.83,402.31,9.76,65.55,-35.84
Республика Бурятия,depressed,2020,868.51,351.78,9.55,64.98,-44.72
Республика Бурятия,depressed,2021,851.7,459.06,9.79,65.09,-40.76
Республика Бурятия,depressed,2022,916.03,455.85,9.99,63.95,-45.57
Республика Бурятия,depressed,2023,960.53,482.9,9.42,63.02,-36.7
Республика Бурятия,depressed,2024,962.52,418.58,9.73,63.63,-40.17
Республика Бурятия,depressed,2025,990.32,476.81,10.12,64.82,-40.99
Забайкальский край,depressed,2000,202.8,105.33,7.14,74.25,-34.99
Забайкальский край,depressed,2001,212.37,109.25,7.14,74.04,-45.24
Забайкальский край,depressed,2002,220.16,101.55,7.01,76.05,-33.24
Забайкальский край,depressed,2003,243.93,101.55,6.94,73.36,-38.62
Забайкальский край,depressed,2004,243.3,136.83,6.89,75.26,-34.94
Забайкальский край,depressed,2005,270.72,144.19,6.9,74.82,-36.31
Забайкальский край,depressed,2006,274.26,112.4,7.06,74.72,-40.12
Забайкальский край,depressed,2007,278.03,118.89,7.01,74.47,-32.66
Забайкальский край,depressed,2008,287.95,158.84,7.22,73.89,-33.91
Забайкальский край,depressed,2009,298.3,177.58,7.05,74.88,-36.39
Забайкальский край,depressed,2010,324.92,179.73,7.01,73.73,-37.86
Забайкальский край,depressed,2011,338.36,174.26,7.24,74.48,-45.21
Забайкальский край,depressed,2012,337.7,178.66,6.86,73.85,-31.07
Забайкальский край,depressed,2013,343.42,151.01,7.02,74.55,-36.01
Забайкальский край,depressed,2014,376.12,217.93,7.01,74.21,-32.69
Забайкальский край,depressed,2015,377.3,176.52,7.18,74.45,-40.05
Забайкальский край,depressed,2016,387.91,179.75,7.05,74.66,-33.97
Забайкальский край,depressed,2017,408.42,233.39,7.05,74.05,-31.7
Забайкальский край,depressed,2018,416.82,223.63,7.13,74.47,-44.78
Забайкальский край,depressed,2019,427.38,181.21,7.43,75.2,-40.07
Забайкальский край,depressed,2020,436.83,232.6,7.16,75.01,-30.93
Забайкальский край,depressed,2021,448.63,256.48,7.16,74.77,-36.86
Забайкальский край,depressed,2022,469.66,211.56,7.28,74.42,-34.0
Забайкальский край,depressed,2023,474.49,234.92,7.09,74.21,-27.19
Забайкальский край,depressed,2024,489.03,249.3,7.07,74.92,-35.82
Забайкальский край,depressed,2025,522.42,257.12,7.15,74.75,-29.43
Республика Дагестан,depressed,2000,335.32,158.47,7.69,73.82,-38.83
Республика Дагестан,depressed,2001,345.45,199.42,7.39,74.34,-31.29
Республика Дагестан,depressed,2002,359.91,211.78,7.4,74.29,-41.77
Республика Дагестан,depressed,2003,378.37,152.16,7.48,73.87,-39.05
Республика Дагестан,depressed,2004,394.25,184.83,7.33,71.55,-32.7
Республика Дагестан,depressed,2005,425.68,213.5,7.68,73.42,-39.35
Республика Дагестан,depressed,2006,454.06,219.32,7.78,74.58,-40.59
Республика Дагестан,depressed,2007,469.58,248.76,7.45,72.67,-47.02
Республика Дагестан,depressed,2008,492.79,247.66,7.4,74.21,-42.64
Республика Дагестан,depressed,2009,504.09,294.46,7.53,73.22,-35.23
Республика Дагестан,depressed,2010,519.87,230.79,7.32,73.91,-29.87
Республика Дагестан,depressed,2011,545.02,319.25,7.48,72.82,-33.62
